n	x1	x2	x3	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
58	-5.761775653563556	14.063239870065631	2.8152514525202164	1.0	-189700.0	-10550.0	101300.0	144000.0	210600.0	187400.0	67354.75340285362	55.0	155.0	-90.0
59	-6.002295151389004	11.051155712929114	0.9760814750591376	1.0	-50340.0	-444700.0	-177300.0	-97910.0	-73670.0	1511000.0	-445389.4505103637	80.0	190.0	-20.0
60	0.2340100200793681	14.082235245909382	0.97489750739704	1.0	137500.0	-232900.0	-79830.0	256100.0	-238800.0	120200.0	-173151.69314666497	65.0	170.0	-20.0
61	-6.547517410661308	16.67863891616826	2.3020971815064213	1.0	304600.0	133100.0	94020.0	110400.0	194000.0	50940.0	178173.73774610856	65.0	260.0	-170.0
62	-3.1458457081257047	12.124642882832068	0.8976753620896102	1.0	512600.0	73250.0	157300.0	152700.0	405100.0	1008000.0	48296.72559887178	80.0	190.0	-20.0
63	-2.6176796839289893	14.701797446435176	2.429780391523252	1.0	-226200.0	-350800.0	-102000.0	-219800.0	255700.0	419100.0	-542591.4473904863	65.0	130.0	-120.0
64	-3.9670184220105664	11.58417661057246	2.14078884577374	1.0	266900.0	54060.0	98740.0	61480.0	293000.0	62360.0	383225.0832656302	50.0	100.0	-130.0
65	-10.26117980676553	17.576902859379555	2.1089679281926066	1.0	116500.0	178800.0	-357800.0	110300.0	38860.0	-912400.0	297212.6960818127	90.0	340.0	40.0
66	-11.485649653064227	19.09014683869452	2.2077248209897524	1.0	-157800.0	10940.0	3635.0	373100.0	-84240.0	-78000.0	73955.39697101363	55.0	115.0	-170.0
67	-9.622618499383494	20.08903156444791	2.5680835410070646	1.0	132300.0	98890.0	-81000.0	225500.0	17830.0	-6692.0	4239.088780144077	10.0	130.0	100.0
68	-7.140052355551207	15.750133749248343	0.0981091816263698	1.0	186000.0	122100.0	-104100.0	119300.0	121100.0	24950.0	269737.34478935733	55.0	110.0	-140.0
69	-7.735390349968066	18.58966334773074	0.1697671772601749	1.0	792500.0	452000.0	-71600.0	861300.0	-114200.0	-6513.0	286637.4786012398	90.0	15.0	-90.0
70	-8.946873395255837	17.773890155097295	3.651785880006861	1.0	593700.0	634600.0	-52620.0	971100.0	401700.0	-586400.0	909534.9350781115	65.0	5.0	-10.0
71	-9.33225143893422	17.449555857552472	0.8340009713384329	1.0	297600.0	94510.0	-268300.0	-104700.0	286400.0	333900.0	266002.38157083606	30.0	140.0	-120.0
72	-11.924862182555882	19.872795388836828	1.972950343525251	1.0	-85950.0	-34200.0	-97490.0	429500.0	-49270.0	10800.0	-75856.33206028682	45.0	100.0	30.0
73	-8.39400529440055	17.275478658616866	0.6441460822627264	1.0	130800.0	71170.0	-65540.0	188200.0	36630.0	20670.0	117044.13728738046	45.0	130.0	170.0
74	-8.634390182839818	16.65915386467445	1.9835074995379895	1.0	-27280.0	-107500.0	-144100.0	273600.0	-57380.0	-171700.0	10760.20836011396	50.0	135.0	170.0
75	-6.7446395207625445	15.254084161429748	0.8823713437896752	1.0	-130600.0	-75310.0	53370.0	-197600.0	205000.0	-501100.0	-3343.646229572216	20.0	160.0	-60.0
76	-7.92266705709534	17.077956840817617	2.7952194469499165	1.0	-108300.0	-430000.0	-112700.0	-741500.0	103200.0	-114600.0	-734261.599008696	70.0	20.0	-10.0
77	-8.856018135260252	17.516374808381542	0.6769659025226644	1.0	445300.0	106700.0	-280100.0	96280.0	246500.0	980800.0	449634.78905998834	80.0	80.0	-150.0
78	-4.671188355888744	18.630669017954084	0.923107256878181	1.0	-76810.0	-63870.0	-76370.0	389100.0	-31900.0	-32920.0	279376.45224071166	85.0	190.0	-40.0
79	-8.169435181884047	20.24500804771916	0.0956910831161346	1.0	151800.0	-141500.0	-6972.0	-214000.0	68070.0	73430.0	-185087.3880847655	45.0	155.0	-90.0
80	8.35714468732047	2.122695180646557	0.095676071260633	1.0	356700.0	326400.0	-832.0	63830.0	89220.0	-25510.0	-92811.26833028626	15.0	30.0	-10.0
81	8.953806907472957	4.007409138666343	1.0853700157051729	1.0	1580000.0	991800.0	1052000.0	2039000.0	487200.0	-329700.0	2196705.0639674533	65.0	135.0	-140.0
82	7.025630660341202	2.497423873129112	4.816872681873164	1.0	-760000.0	-302400.0	181500.0	609300.0	52250.0	187100.0	-275058.40052985837	35.0	80.0	-160.0
83	5.05658478693651	3.979361090597974	1.3167877312049805	1.0	-641300.0	-293600.0	735400.0	318300.0	-149500.0	1263000.0	16947.736260056117	70.0	340.0	-110.0
84	5.232314402310371	1.619811057951545	1.1331809163174584	1.0	-2760000.0	-3474000.0	4926000.0	-55860.0	4381000.0	12600000.0	2927374.396582345	60.0	60.0	-170.0
85	6.2165175865157405	1.901142084072473	0.4540829304003797	1.0	-184500.0	-862000.0	-1059000.0	-2696000.0	-70650.0	49550.0	-2349631.29727469	55.0	145.0	-70.0
86	7.419016949553371	3.060679116450254	2.524804848509417	1.0	1450000.0	1759000.0	-893900.0	-467200.0	60020.0	-304700.0	97872.84329891927	50.0	15.0	-40.0
87	4.235228227932455	-1.3801268014589076	0.5648657471200932	1.0	142000.0	89290.0	964500.0	858800.0	-13410.0	380600.0	739820.3067804954	90.0	10.0	20.0
88	9.163462538909624	0.1088965950895572	1.7570847067207864	1.0	-37830.0	-270900.0	-104300.0	-170800.0	92700.0	53930.0	-73229.20580418772	25.0	145.0	-120.0
89	7.556861875016224	5.759111909076455	0.1221316757583887	1.0	501300.0	172800.0	435800.0	756700.0	-273400.0	57960.0	516596.1866561235	60.0	25.0	-70.0
90	7.870737376725414	3.018967413490011	1.3710542640631829	1.0	-623400.0	-1096000.0	125800.0	-190900.0	84600.0	-102600.0	-1189111.517138203	90.0	280.0	120.0
91	6.060446500375902	1.5624357678301286	2.4986816740423867	1.0	-865000.0	-270400.0	-38720.0	592500.0	-420000.0	83850.0	-633420.618781625	75.0	45.0	-150.0
92	5.7990995702334	2.6906275151330035	0.0200617436090252	1.0	-1961000.0	-3479000.0	1655000.0	-3276000.0	-252200.0	5767000.0	-5797916.154390812	50.0	160.0	-90.0
93	5.733573287893241	1.029607356838223	1.7790007655826516	1.0	738400.0	2649000.0	444300.0	1185000.0	329300.0	1727000.0	1780740.6556041394	35.0	110.0	-80.0
94	6.207480119566833	2.1887953940835527	1.5172526444143732	1.0	-384500.0	-840900.0	-661300.0	-3108000.0	914900.0	-591300.0	-1744531.839766411	55.0	40.0	-60.0
95	2.322044358281438	2.5843560563442844	2.48093997873694	1.0	-11150000.0	-9041000.0	2339000.0	-8142000.0	-844300.0	10090000.0	-10412308.99335717	50.0	100.0	-70.0
96	8.02440847100951	0.890006552886083	0.0072714511259763	1.0	-577700.0	-555500.0	423800.0	-282600.0	240000.0	1173000.0	141639.18097256235	35.0	25.0	20.0
97	5.344684986276748	-0.7649484333647015	1.9195143129497083	1.0	1337000.0	-692900.0	-476300.0	-314800.0	-191000.0	1703000.0	-904483.6898333954	60.0	140.0	-140.0
98	2.2880836378172105	5.501163029477341	2.2123643561471744	1.0	147300.0	-238500.0	-460800.0	-870600.0	397500.0	260200.0	-525439.3922004	80.0	350.0	-20.0
99	1.3231964030512118	7.492794924877937	0.8044578920890435	1.0	-5195000.0	-4440000.0	938900.0	-5049000.0	338500.0	6269000.0	-9539968.376779163	60.0	150.0	-60.0
100	3.0563726124123294	9.901296399278891	2.199148926001534	1.0	-2766000.0	-2815000.0	878200.0	-3262000.0	-9240.0	4142000.0	-5797362.145162666	55.0	150.0	-70.0
101	3.429408954372663	7.238161782581446	2.368238551396461	1.0	154000.0	-138100.0	265900.0	-345900.0	268200.0	127100.0	-326910.4205981697	50.0	305.0	-95.0
102	3.3784542892666702	7.438533463360076	0.1835835498230474	1.0	138200.0	-262000.0	154400.0	-797700.0	240600.0	-219600.0	-724676.4721127618	65.0	335.0	-150.0
103	1.920104967463973	3.5604969839542187	2.379597359799618	1.0	2381000.0	1760000.0	520100.0	1940000.0	863300.0	-409500.0	-1776223.569288159	25.0	95.0	50.0
104	1.0711041660714344	9.119949232936444	0.3896941934296475	1.0	-746400.0	-548300.0	296900.0	234000.0	-271300.0	1173000.0	70496.63983170544	85.0	355.0	60.0
105	2.3581849405752138	5.4333725121854	3.110689236730669	1.0	-656300.0	344800.0	170800.0	85300.0	977900.0	-2102000.0	-154476.44257654762	15.0	80.0	-170.0
106	5.042600223401669	7.605237735793588	2.205257633267506	1.0	399800.0	383300.0	-396600.0	-330600.0	577600.0	-71210.0	443394.6286217513	35.0	155.0	-110.0
107	2.716528946891671	7.91144569946544	0.3004393449668219	1.0	-135600.0	-530700.0	160800.0	-591500.0	54220.0	270800.0	-232042.64405015798	45.0	130.0	-40.0
108	3.321367052466357	8.566854610773884	0.7282127759038338	1.0	775100.0	651200.0	729200.0	973700.0	1116000.0	234200.0	1392706.655973907	55.0	110.0	-100.0
109	1.668731106842372	7.256187265618771	2.305520601557957	1.0	581300.0	208100.0	293100.0	-119400.0	444600.0	291700.0	430391.3869002517	55.0	160.0	-50.0
110	3.19077045752182	8.08486144426939	2.217825083863909	1.0	1005000.0	537500.0	315000.0	-421500.0	627500.0	-78340.0	-869229.0817894756	25.0	5.0	-45.0
111	2.990739323476664	5.753507042441517	0.3388239802949027	1.0	184300.0	-179400.0	210900.0	-638300.0	213800.0	-66300.0	-433327.23787090974	68.0	315.0	-118.0
112	0.4326732211708194	3.6576635582281	2.6326048991993964	1.0	3380000.0	1171000.0	-533800.0	3007000.0	-1171000.0	-146000.0	1250724.1759406915	50.0	85.0	-170.0
113	0.2724011948901138	8.538755905092446	2.226819286510549	1.0	76590.0	-45310.0	105100.0	527100.0	263400.0	693500.0	257983.80216593738	70.0	135.0	-140.0
114	1.2639192277636095	5.166373166107036	1.748351357028309	1.0	735000.0	339900.0	-35750.0	372700.0	273900.0	805400.0	481111.7658073763	90.0	330.0	-120.0
115	-1.8946606935021693	11.049290100014044	2.6941813976283058	1.0	372400.0	241700.0	-663500.0	142200.0	-590900.0	736200.0	174700.75123598488	70.0	75.0	-60.0
116	0.4339875194189876	12.02721999685104	1.2779872722426555	1.0	582000.0	174400.0	-115600.0	96760.0	466700.0	-453900.0	570101.6986334746	30.0	115.0	-120.0
117	-0.7204581834111727	12.975171939983676	0.6236607850886475	1.0	402900.0	122500.0	99790.0	85240.0	260000.0	100600.0	143327.18518151957	65.0	355.0	-65.0
118	-1.5087275454831164	14.455599176596502	0.7553669738173465	1.0	449600.0	355500.0	104900.0	467400.0	230300.0	91310.0	329402.6699227416	60.0	215.0	-20.0
119	-3.870380614826252	14.015752965319647	0.9407790334653428	1.0	178800.0	164800.0	87030.0	458200.0	180100.0	85820.0	448567.24630472634	60.0	150.0	-90.0
120	-3.3040229284422686	13.414948575706491	1.6263547289062754	1.0	543200.0	-665100.0	1517000.0	-1310000.0	915400.0	669800.0	-700617.2705269529	35.0	15.0	-100.0
121	-2.6442025777254274	11.178089540797124	0.7660841139056229	1.0	508100.0	101700.0	353800.0	656700.0	158300.0	228300.0	-20603.525575277352	25.0	0.0	-50.0
122	-4.6725720585458985	9.3731622342955	0.0530046213703477	1.0	389100.0	227000.0	-288700.0	943500.0	-266100.0	-189700.0	1001155.7095823239	55.0	5.0	-70.0
123	-0.0421406775740206	10.341230677396728	0.6865458490159667	1.0	-427800.0	-531900.0	61650.0	-146500.0	-142900.0	296800.0	-132627.06232227368	35.0	5.0	-40.0
124	-1.084628013900384	12.916091200904429	4.937424783059176	1.0	-1032000.0	-293300.0	-1022000.0	-751700.0	-320900.0	-1424000.0	-1433088.872197428	40.0	125.0	-100.0
125	-0.6506410020094515	14.000669784524831	1.4906845747803583	1.0	23970.0	-400600.0	141200.0	-877600.0	268800.0	174300.0	-538816.4044151165	20.0	25.0	-25.0
126	-1.814496510302905	12.712679922756978	0.2435936737420869	1.0	248500.0	124600.0	95060.0	160500.0	257300.0	70440.0	-51379.40303879646	80.0	200.0	-70.0
127	-2.0427889971473445	13.495920347075302	3.4804424576276234	1.0	856600.0	827900.0	195200.0	1561000.0	204900.0	-196200.0	116012.42220947304	35.0	105.0	130.0
128	-1.9661983986521587	8.944261201402849	2.9205585744404488	1.0	246400.0	-63690.0	214400.0	-335000.0	403800.0	107300.0	-236942.2371780737	70.0	125.0	-130.0
129	-2.041993256444391	13.598865873636033	0.0142047638786879	1.0	-31710.0	-75280.0	-393300.0	330100.0	-925500.0	655700.0	-178270.20665212523	65.0	30.0	-120.0
130	-3.20039463794257	15.125051932949193	2.601651780478494	1.0	714100.0	674900.0	130000.0	1392000.0	127400.0	-394300.0	-240331.05621217843	45.0	30.0	60.0
131	-4.1719531597573365	11.833606155066748	2.575101532037363	1.0	278400.0	49680.0	120300.0	38430.0	311700.0	90640.0	95813.72459002218	65.0	135.0	-120.0
132	-0.8892418774159707	13.615137304310382	0.9907377351938652	1.0	-127200.0	-145900.0	-61800.0	-112400.0	56760.0	-82090.0	-158570.05782045232	70.0	360.0	70.0
133	-2.172269864706629	12.89437228154488	1.5452525333961058	1.0	301700.0	226000.0	94300.0	335200.0	248300.0	86050.0	-159676.728343637	10.0	20.0	-90.0
134	-2.412211749734216	10.346853325674632	0.8350848375383962	1.0	404600.0	305900.0	38220.0	565200.0	231100.0	-174500.0	-285498.45132926083	10.0	45.0	10.0
135	-0.6241043687093586	12.698940944196163	0.6991828742025892	1.0	-38650.0	250100.0	-290600.0	963000.0	-600200.0	-145600.0	-246284.18917077265	25.0	140.0	70.0
136	-8.280857650391297	19.01572371932033	0.5835149268657189	1.0	504100.0	376300.0	104900.0	464600.0	255800.0	118200.0	762705.511606419	55.0	135.0	-120.0
137	-6.809589986148617	18.189974927223705	4.177229472374582	1.0	240900.0	208100.0	-540100.0	-871300.0	142400.0	-1065000.0	-238381.85881690605	55.0	160.0	-50.0
138	-7.406266542240277	17.237037853936535	0.5450104492834157	1.0	183400.0	47790.0	-28080.0	-170700.0	314500.0	320200.0	-294539.3874106121	40.0	25.0	-10.0
139	-7.807947789032535	16.06115473548832	5.187855888035237	1.0	-1688000.0	-2150000.0	327900.0	-2128000.0	-30890.0	3285000.0	-2343257.3763067387	50.0	90.0	-100.0
140	-7.572157368784727	16.040190085467973	0.5024409010751673	1.0	103800.0	-81870.0	-245100.0	-600100.0	171400.0	270800.0	-192338.8171766027	25.0	180.0	-40.0
141	-6.190620897560864	18.54990980331493	0.5568517788175181	1.0	209400.0	16000.0	-166000.0	336900.0	-248300.0	13390.0	-61510.41917204025	40.0	165.0	-45.0
142	-9.0552898618259	16.109238951342352	1.4816945101366787	1.0	185200.0	-152600.0	96880.0	-352300.0	239000.0	211900.0	-413657.65204645786	90.0	320.0	90.0
143	-5.634318564813818	18.361742393510937	1.159809462035338	1.0	-242200.0	-166700.0	-82920.0	147800.0	-72100.0	22840.0	-318896.91742801666	80.0	270.0	-140.0
144	-8.11238229265538	19.198406885679702	0.4478166293099174	1.0	111900.0	-171400.0	-95410.0	-332400.0	52420.0	177900.0	-141452.0589555556	25.0	140.0	-110.0
145	-7.472803862755199	16.859981154129	0.1325615542545181	1.0	251200.0	98960.0	-215000.0	-705800.0	277400.0	-110800.0	-293536.92870857066	40.0	175.0	-60.0
146	-4.322376416973026	14.21357308537683	2.3556359976747125	1.0	1158000.0	634200.0	454200.0	1253000.0	181400.0	-104900.0	1225583.6955792722	50.0	150.0	-130.0
147	-6.799839467750266	15.959329333709562	2.790707989782009	1.0	404300.0	-23600.0	392000.0	420500.0	245000.0	946300.0	69768.3410574366	70.0	105.0	-130.0
148	-4.879053745245071	19.801658344429867	2.3179417851633963	1.0	420800.0	49850.0	-190400.0	229500.0	255200.0	1342000.0	107544.12037276517	40.0	95.0	-110.0
149	-7.77797362765755	17.62293983438122	1.3586297036702408	1.0	197800.0	2362.0	-21760.0	-154500.0	77370.0	51170.0	54599.75064024467	70.0	120.0	-100.0
150	-10.576654830787596	14.900658755026742	1.7478107387640915	1.0	-121000.0	-786700.0	110400.0	-1035000.0	363100.0	2245000.0	-217905.49059705564	65.0	60.0	-110.0
151	-7.882070312845762	17.15827646793925	1.6775695138082634	1.0	62830.0	-80590.0	53490.0	229700.0	-49690.0	148400.0	17874.475269592614	45.0	130.0	-100.0
152	-7.392569839693165	18.942517158219307	2.174504211356386	1.0	-743400.0	-1417000.0	122000.0	-1701000.0	176200.0	2352000.0	-2766857.048315868	50.0	140.0	-90.0
153	7.223377930061709	2.3678305230644727	0.8339503300508702	1.0	281500.0	142000.0	-105600.0	1483.0	146700.0	13770.0	153523.06888442766	60.0	140.0	-140.0
154	6.3620925837864615	-0.5767265835784819	0.8749396688048269	1.0	-1281000.0	1378000.0	1561000.0	-251400.0	974900.0	-7721000.0	279957.5322161359	35.0	150.0	-20.0
155	5.664805867653621	3.52296504306633	0.6066067652902017	1.0	519800.0	-47560.0	-388700.0	-475700.0	-150200.0	60100.0	-399781.9693457063	50.0	150.0	-100.0
156	6.796610586504443	3.287430737537663	1.6583407601988984	1.0	-12530000.0	-15460000.0	6547000.0	-19070000.0	518700.0	28650000.0	-1346104.7789540002	60.0	60.0	-40.0
157	6.61092503892648	1.248439445908689	2.105914475617442	1.0	-442400.0	-288000.0	434400.0	706200.0	-595100.0	-1030000.0	-535090.0341967455	85.0	90.0	-80.0
158	7.715874695123061	3.012519000207655	3.158338080739066	1.0	-1329000.0	-1790000.0	1424000.0	-508500.0	-1341000.0	4784000.0	-723019.2698936651	35.0	175.0	-40.0
159	5.816643763090172	0.1048672576912019	0.8800268248229671	1.0	-47800.0	2784.0	858400.0	601800.0	50400.0	609000.0	759412.1364792802	45.0	155.0	-50.0
160	7.42810026729349	0.5864673392144557	2.4406836241283725	1.0	401200.0	-142400.0	-585500.0	-819800.0	-206200.0	189700.0	-472577.6477989537	50.0	125.0	-100.0
161	6.037493608546978	2.4259702879445912	0.461448087610496	1.0	270600.0	125900.0	621700.0	1810000.0	-1252000.0	1370000.0	278316.21026034374	25.0	90.0	-130.0
